,CNTYVTD,CD,sldl309,sldl358,sldu172
4568,2010594,18,139,139,15
4569,2010595,18,140,140,6
4570,2010596,18,150,150,7
4571,2010597,2,126,126,15
4572,2010598,10,132,132,18
4573,2010599,2,127,127,15
4574,2010600,9,149,149,17
4575,2010601,2,126,126,7
4576,2010602,10,130,130,7
4577,2010603,10,132,132,17
4578,2010604,2,128,128,4
4579,2010605,29,143,143,6
4580,2010606,18,142,142,13
4581,2010607,9,147,147,13
4582,2010608,29,140,140,6
4583,2010609,2,135,135,15
4584,2010610,2,148,148,15
4585,2010611,18,141,141,13
4586,2010612,2,127,127,4
4587,2010613,18,139,139,15
4588,2010614,18,126,126,15
4589,2010615,18,126,126,7
4590,2010616,7,135,135,7
4591,2010617,7,132,132,7
4592,2010618,10,132,132,17
4593,2010619,7,149,149,17
4594,2010620,9,149,137,13
4595,2010621,2,138,138,7
4596,2010622,2,138,138,7
4597,2010623,2,126,126,7
4598,2010624,10,132,132,18
4599,2010625,7,133,133,17
4600,2010626,7,133,133,17
4601,2010627,9,131,131,13
4602,2010628,2,139,139,15
4603,2010629,18,141,141,15
4604,2010630,9,131,131,13
4605,2010631,2,126,126,7
4606,2010632,9,134,134,13
4607,2010633,2,150,150,7
4608,2010634,2,150,150,7
4609,2010635,2,127,127,4
4610,2010636,2,127,127,4
4611,2010637,29,148,148,6
4612,2010638,9,146,146,13
4613,2010639,10,132,132,18
4614,2010640,7,130,130,7
4615,2010641,10,130,130,7
4616,2010642,7,138,138,7
4617,2010643,7,138,138,7
4618,2010644,7,132,132,17
4619,2010645,7,133,133,17
4620,2010646,9,149,149,17
4621,2010647,9,149,149,17
4622,2010648,2,126,126,7
4623,2010649,9,131,131,17
4624,2010650,7,138,138,7
4625,2010651,7,135,135,7
4626,2010652,9,131,131,13
4627,2010653,29,131,131,6
4628,2010654,22,129,129,11
4629,2010655,22,129,129,11
4630,2010656,18,141,141,13
4631,2010657,18,141,141,15
4632,2010658,2,127,127,4
4633,2010659,2,127,127,4
4634,2010660,18,139,139,15
4635,2010661,2,135,135,15
4636,2010662,36,128,128,11
4637,2010663,18,148,148,15
4638,2010664,29,140,140,6
4639,2010665,36,128,128,11
4640,2010666,2,127,127,15
4641,2010667,7,135,135,7
4642,2010668,2,126,126,7
4643,2010669,2,126,126,7
4644,2010670,2,127,127,4
4645,2010671,2,135,135,7
4646,2010672,8,150,150,7
4647,2010673,36,128,128,11
4648,2010674,2,127,127,4
4649,2010675,18,145,145,13
4650,2010676,7,135,135,7
4651,2010677,29,140,140,6
4652,2010678,18,139,139,15
4653,2010679,36,128,128,11
4654,2010680,18,147,147,15
4655,2010681,18,147,147,6
4656,2010682,36,128,128,11
4657,2010683,29,140,140,6
4658,2010684,2,126,126,7
4659,2010685,9,146,146,17
4660,2010686,7,137,137,13
4661,2010687,2,135,135,7
4662,2010688,10,130,130,7
4663,2010689,2,138,138,15
4664,2010690,10,150,150,7
4665,2010691,10,130,130,7
4666,2010692,36,129,129,11
4667,2010693,9,146,146,13
4668,2010694,2,126,126,7
4669,2010695,36,144,144,11
4670,2010696,36,144,144,11
4671,2010697,18,139,139,15
4672,2010698,18,139,139,15
4673,2010699,36,129,129,11
4674,2010700,2,128,128,4
4675,2010701,2,138,138,15
4676,2010702,29,140,140,6
4677,2010703,36,129,129,11
4678,2010704,36,128,128,11
4679,2010705,29,141,141,15
4680,2010706,9,149,149,13
4681,2010707,2,138,138,15
4682,2010708,29,144,144,6
4683,2010709,7,135,135,7
4684,2010710,2,134,134,15
4685,2010711,7,149,133,17
4686,2010712,7,132,132,7
4687,2010713,7,130,130,7
4688,2010714,29,140,140,6
4689,2010715,22,129,129,11
4690,2010716,36,128,128,11
4691,2010717,18,139,139,15
4692,2010718,36,129,129,11
4693,2010719,36,143,143,6
4694,2010720,10,132,132,17
4695,2010721,36,129,129,11
4696,2010722,9,131,131,13
4697,2010723,18,139,139,15
4698,2010724,36,129,129,11
4699,2010725,29,143,143,15
4700,2010726,10,130,130,7
4701,2010727,7,133,137,17
4702,2010728,22,129,129,11
4703,2010729,18,141,141,15
4704,2010730,2,133,133,17
4705,2010731A,10,132,132,17
4706,2010731B,10,132,132,17
4707,2010732,22,129,129,11
4708,2010733,29,141,141,6
4709,2010734,10,130,130,7
4710,2010735,8,150,150,4
4711,2010736,18,148,148,6
4712,2010737,29,141,141,15
4713,2010738,18,141,141,15
4714,2010739,36,128,128,15
4715,2010740,36,128,128,6
4716,2010741,29,143,143,6
4717,2010742,22,129,129,11
4718,2010743,29,141,141,6
4719,2010744,22,129,129,11
4720,2010745,36,129,129,11
4721,2010746,36,129,129,11
4722,2010747,18,127,127,7
4723,2010748,36,129,129,11
4724,2010749,9,147,147,6
4725,2010750,22,129,129,11
4726,2010751,10,132,132,17
4727,2010752,36,145,145,11
4728,2010753,18,150,150,7
4729,2010754,9,131,131,13
4730,2010755,29,145,145,6
4731,2010756,18,127,127,15
4732,2010757,18,139,139,15
4733,2010758,2,127,127,4
4734,2010759,2,135,135,7
4735,2010760A,2,127,127,4
4736,2010760B,2,127,127,4
4737,2010761,2,138,138,17
4738,2010762,22,129,129,11
4739,2010763,29,145,145,6
4740,2010764A,2,127,127,15
4741,2010764B,2,127,127,15
4742,2010765,9,149,149,17
4743,2010766,29,145,145,6
4744,2010767,29,141,141,15
4745,2010768,10,130,130,7
4746,2010769,18,143,143,15
4747,2010770,29,144,144,6
4748,2010771,2,138,138,7
4749,2010772,7,149,149,17
4750,2010773,9,149,149,17
4751,2010774,22,131,131,6
4752,2010775,29,140,140,6
4753,2010776,2,127,127,15
4754,2010777,29,144,144,6
4755,2010778,29,142,142,6
4756,2010779,29,140,140,6
4757,2010780,29,140,140,6
4758,2010781,9,149,149,13
4759,2010782,22,129,129,11
4760,2010783,18,141,141,15
4761,2010784,18,141,141,13
4762,2010785,10,132,132,17
4763,2010786,29,144,144,6
4764,2010787,29,140,140,6
4765,2010788,8,126,126,7
4766,2010789,7,135,135,7
4767,2010790,7,135,135,7
4768,2010791,29,147,147,6
4769,2010792,29,140,140,6
4770,2010793,36,145,145,11
4771,2010794A,18,141,141,6
4772,2010794B,18,141,141,15
4773,2010795,29,148,148,6
4774,2010796,10,132,132,7
4775,2010797,18,142,142,6
4776,2010798,9,147,147,6
4777,2010799,29,142,142,15
4778,2010800,7,135,135,7
4779,2010801,29,147,147,6
4780,2010802,2,147,147,15
4781,2010803,7,135,135,7
4782,2010804,7,138,138,17
4783,2010805,10,130,130,7
4784,2010806,10,130,130,7
4785,2010807,9,137,137,13
4786,2010808,18,147,147,15
4787,2010809,2,148,148,15
4788,2010810,29,143,143,6
4789,2010811,29,143,143,6
4790,2010812,29,143,143,6
4791,2010813,10,132,132,7
4792,2010814,9,149,149,17
4793,2010815,29,147,147,13
4794,2010816,18,142,142,6
4795,2010817,10,130,130,7
4796,2010818,18,142,142,15
4797,2010819,7,146,146,17
4798,2010820,29,147,147,13
4799,2010821,29,143,143,6
4800,2010822,18,147,147,13
4801,2010823,2,126,126,7
4802,2010824,29,143,143,6
4803,2010825,18,139,139,15
4804,2010826,7,134,134,17
4805,2010827,29,144,144,6
4806,2010828,10,130,130,7
4807,2010829,9,146,146,13
4808,2010830,9,134,134,13
4809,2010831,29,144,144,6
4810,2010832,18,141,141,6
4811,2010833,18,142,142,6
4812,2010834,29,141,141,15
4813,2010835,29,140,140,6
4814,2010836,18,139,139,15
4815,2010837,9,134,134,13
4816,2010838,18,143,143,6
4817,2010839,7,137,137,17
4818,2010840,18,141,141,15
4819,2010841,2,127,127,15
4820,2010842,22,145,145,6
4821,2010843,29,131,131,6
4822,2010844,29,148,148,6
4823,2010845,22,129,129,11
4824,2010846,18,142,142,6
4825,2010847,29,142,142,15
4826,2010848,18,139,139,15
4827,2010849,29,147,147,6
4828,2010850,29,147,147,6
4829,2010851,8,150,150,7
4830,2010852,18,142,142,6
4831,2010853,2,150,150,7
4832,2010854,18,142,142,13
4833,2010855,18,139,139,15
4834,2010856,18,142,142,13
4835,2010857,18,143,143,6
4836,2010858,18,146,146,13
4837,2010859,18,139,139,15
4838,2010860,18,143,143,6
4839,2010861,18,139,139,15
4840,2010862A,7,135,135,7
4841,2010862B,7,135,135,7
4842,2010862C,7,135,135,7
4843,2010862D,10,135,135,7
4844,2010863,9,146,146,13
4845,2010864,18,140,140,6
4846,2010865,18,142,142,13
4847,2010866,18,142,142,13
4848,2010867,18,142,142,13
4849,2010868,18,126,126,15
4850,2010869,9,146,146,13
4851,2010870,18,139,139,15
4852,2010871,29,145,145,6
4853,2010872,36,144,144,6
4854,2010873,18,126,126,15
4855,2010874,2,150,150,7
4856,2010875,7,135,135,7
4857,2010876,2,150,150,7
4858,2010877,7,132,132,7
4859,2010878,8,150,150,7
4860,2010879,7,132,132,17
4861,2010880,2,130,130,7
4862,2010881,7,135,135,7
4863,2010882,7,138,138,7
4864,2010883,18,141,141,15
4865,2010884,18,126,126,15
4866,2010885,2,127,127,15
4867,2010886,18,134,134,15
4868,2010887,18,147,147,15
4869,2010888,2,142,142,15
4870,2010889,18,145,145,6
4871,2010890,18,145,145,13
4872,2010891,7,146,146,17
4873,2010892,18,145,145,13
4874,2010893,9,131,131,13
4875,2010894,18,141,141,15
4876,2010895,2,134,134,15
4877,2010896,2,134,134,15
4878,2010897,8,150,150,7
4879,2010898,7,135,135,7
4880,2010899,7,149,149,17
4881,2010900,18,148,148,13
4882,2010901,10,132,132,18
4883,2010902,2,134,134,15
4884,2010903,8,130,130,7
4885,2010904,2,135,135,7
4886,2010905,18,143,143,15
4887,2010906,2,134,134,17
4888,2010907,22,129,129,11
4889,2010908,36,144,144,6
4890,2010909,29,140,140,6
4891,2010910,29,140,140,6
4892,2010911,2,127,127,15
4893,2010912,18,150,150,7
4894,2010913,7,138,138,7
4895,2010914,18,140,140,6
4896,2010915,8,150,150,7
4897,2010916,8,150,150,7
4898,2010917,18,148,148,6
4899,2010918,18,145,145,15
4900,2010919,7,132,132,18
4901,2010920,36,129,129,11
4902,2010921,29,147,147,6
4903,2010922,2,147,147,15
4904,2010923,10,132,132,7
4905,2010924,18,145,145,6
4906,2010925,36,144,144,6
4907,2010926,8,130,130,7
4908,2010927,18,139,139,15
4909,2010928,29,142,142,6
4910,2010929,18,145,145,13
4911,2010930,29,142,142,6
4912,2010931,7,134,134,17
4913,2010932,7,134,134,17
4914,2010933,7,134,134,17
4915,2010934,29,141,141,6
4916,2010935,29,143,143,15
4917,2010936,29,141,141,6
4918,2010937,18,140,140,6
4919,2010938,7,146,146,13
4920,2010939,2,135,135,7
4921,2010940,18,142,142,6
4922,2010941,36,129,129,11
4923,2010942,2,134,134,17
4924,2010943,9,149,149,13
4925,2010944,9,137,137,17
4926,2010945,29,145,145,6
4927,2010946,29,145,145,6
4928,2010947,7,146,146,13
4929,2010948,7,146,146,13
4930,2010949,7,146,146,13
4931,2010950A,36,144,144,6
4932,2010950B,29,143,143,6
4933,2010951,7,135,135,7
4934,2010952,7,146,146,17
4935,2010953,29,148,148,6
4936,2010954,36,144,144,6
4937,2010955,8,150,150,4
4938,2010956,7,134,134,17
4939,2010957,18,139,139,6
4940,2010958,18,141,141,6
4941,2010959,18,140,140,6
4942,2010960,29,142,142,15
4943,2010961,18,139,139,15
4944,2010962,18,142,142,13
4945,2010963,36,142,142,15
4946,2010964,2,127,127,15
4947,2010965,36,142,142,15
4948,2010966,18,148,148,15
4949,2010967,2,142,142,15
4950,2010968,2,142,142,15
4951,2010969,9,146,146,13
4952,2010970,29,141,141,6
4953,2010971,2,139,139,15
4954,2010972,36,145,145,6
4955,2010973,2,138,138,15
4956,2010974,7,146,146,17
4957,2010975,18,148,148,15
4958,2010976,36,142,142,15
4959,2010977,18,126,126,15
4960,2010978,29,148,148,6
4961,2010979,2,127,127,15
4962,2010980,7,130,130,7
4963,2010981,18,139,139,15
4964,2010982,10,130,130,7
4965,2010983,2,130,130,7
4966,2010984,9,131,131,17
4967,2010985,9,146,146,13
4968,2010986,9,146,146,13
4969,2010987,18,139,139,15
4970,2010988,36,142,142,4
4971,2010989,18,140,140,6
4972,2010990,18,139,139,15
4973,2010991,7,138,138,7
4974,2010992,7,138,138,7
4975,2010993,18,139,139,15
4976,2010994,9,131,131,13
4977,2010995,9,146,146,13
4978,2010996,22,129,129,6
4979,2010997,18,141,141,7
4980,2010998,8,126,126,7
4981,2010999,18,145,145,6
4982,2011000,9,149,149,13
4983,2011001,9,131,131,13
4984,2011002,9,146,146,13
4985,2011003,2,133,133,15
4986,2011004,18,148,148,15
4987,2011005,18,145,145,13
4988,2011006,7,138,138,17
4989,2011007,18,127,127,15
4990,2011008,36,128,128,4
4991,2011009,7,132,132,7
4992,2011010,9,131,131,13
4993,2011011,18,148,148,15
4994,2011012,18,140,140,15
4995,2030001,1,9,9,1
4996,2030002,1,9,9,1
4997,2030003,1,9,9,1
4998,2030004,1,9,9,1
4999,2030005,1,9,9,1
5000,2030006,1,9,9,1
5001,2030007,1,9,9,1
5002,2030008,1,9,9,1
5003,2030009,1,9,9,1
5004,2030010,1,9,9,1
5005,2030011,1,9,9,1
5006,2030012,1,9,9,1
5007,2030013,1,9,9,1
5008,2030014,1,9,9,1
5009,2030015,1,9,9,1
5010,2030016,1,9,9,1
5011,2030017,1,9,9,1
5012,2030018,1,9,9,1
5013,2030019,1,9,9,1
5014,2030020,1,9,9,1
5015,2030021,1,9,9,1
5016,2030022,1,9,9,1
5017,2030023,1,9,9,1
5018,2030024,1,9,9,1
5019,2030025,1,9,9,1
5020,2030026,1,9,9,1
5021,2050101,13,86,86,31
5022,2050102,13,86,86,31
5023,2050201,13,86,86,31
5024,2050202,13,86,86,31
5025,2050301,13,86,86,31
5026,2050401,13,86,86,31
5027,2070001,19,68,68,28
5028,2070002,19,68,68,28
5029,2070003,19,68,68,28
5030,2070004,19,68,68,28
5031,2070005,19,68,68,28
5032,2070006,19,68,68,28
5033,2070007,19,68,68,28
5034,2070008,19,68,68,28
5035,2070009,19,68,68,28
5036,2070010,19,68,68,28
5037,2090110,35,45,45,21
5038,2090111,21,45,45,21
5039,2090112,35,45,45,21
5040,2090113,35,45,45,21
5041,2090120,35,45,45,21
5042,2090125,35,45,45,21
5043,2090127,35,45,45,21
5044,2090129,35,45,45,21
5045,2090221,35,45,45,25
5046,2090223,35,45,45,25
5047,2090224,21,45,45,25
5048,2090225,21,45,45,25
5049,2090226,21,45,45,25
5050,2090228,35,45,45,25
5051,2090229,35,45,45,21
5052,2090230,25,45,45,25
5053,2090232,21,45,45,25
5054,2090234,35,45,45,21
5055,2090236,25,45,45,25
5056,2090238,25,45,45,25
5057,2090301,35,45,45,21
5058,2090315,21,45,45,25
5059,2090316,21,45,45,21
5060,2090317,35,45,45,21
5061,2090318,35,45,45,25
5062,2090330,21,45,45,25
5063,2090332,21,45,45,25
5064,2090333,25,45,45,25
5065,2090334,35,45,45,25
5066,2090335,25,45,45,25
5067,2090336,21,45,45,25
5068,2090337,25,45,45,25
5069,2090339,21,45,45,25
5070,2090413,35,45,45,25
5071,2090414,35,45,45,21
5072,2090415,35,45,45,25
5073,2090416,35,45,45,21
5074,2090417,21,45,45,21
5075,2090418,35,45,45,25
5076,2090419,35,45,45,25
5077,2090420,21,45,45,25
5078,2090421A,21,45,45,25
5079,2090421B,21,45,45,25
5080,2090440,25,45,45,25
5081,2090441A,25,45,45,25
5082,2090441B,25,45,45,25
5083,2090442,25,45,45,25
5084,2090443,25,45,45,25
5085,2090444,25,45,45,25
5086,2090447,21,45,45,25
5087,2090449,25,45,45,25
5088,2110101,13,88,88,31
5089,2110201,13,88,88,31
5090,2110202,13,88,88,31
5091,2110301,13,88,88,31
5092,2110302,13,88,88,31
5093,2110303,13,88,88,31
5094,2110401,13,88,88,31
5095,2110402,13,88,88,31
5096,2130002,5,4,4,3
5097,2130003,5,4,4,3
5098,2130004,5,4,4,3
5099,213001A,5,10,10,3
5100,213001M,5,10,10,3
5101,213001T,5,10,10,3
5102,213002E,5,4,4,3
5103,213003B,5,4,4,3
5104,213003C,5,4,4,3
5105,213003M,5,4,4,3
5106,213003N,5,4,4,3
5107,213004A,5,4,4,3
5108,213004W,5,4,4,3
5109,21301CR,5,4,4,3
5110,21301MN,5,4,4,3
5111,21301TC,5,10,10,3
5112,21303WS,5,4,4,3
5113,21304BV,5,4,4,3
5114,21304CC,5,4,4,3
5115,21304MS,5,4,4,3
5116,21304PF,5,4,4,3
5117,21304SE,5,4,4,3
5118,2132GBN,5,4,4,3
5119,2132GBS,5,4,4,3
5120,2132PSN,5,4,4,3
5121,2132PSS,5,4,4,3
5122,2134NYL,5,4,4,3
5123,2150001,15,39,39,27
5124,2150002,34,39,39,27
5125,2150003,34,39,39,27
5126,2150004,34,39,39,27
5127,2150005,15,36,36,27
5128,2150006,15,36,36,27
5129,2150007,15,41,41,27
5130,2150008,15,41,41,27
5131,2150009,28,36,36,20
5132,2150010,28,36,36,20
5133,2150011,28,35,35,20
5134,2150012,15,36,36,20
5135,2150013,15,40,40,20
5136,2150014,15,40,40,20
5137,2150015,15,40,40,27
5138,2150016,15,35,35,27
5139,2150017,15,35,35,27
5140,2150018,15,35,35,20
5141,2150019,15,35,35,20
5142,2150020,15,36,36,20
5143,2150021,15,39,39,27
5144,2150022,15,39,39,27
5145,2150023,34,39,39,27
5146,2150024,15,35,35,20
5147,2150025,15,36,36,27
5148,2150026,15,36,36,20
5149,2150027,15,36,36,20
5150,2150028,28,36,36,20
5151,2150029,28,36,36,20
5152,2150030,15,40,40,20
5153,2150031,15,40,40,20
5154,2150032,15,39,39,27
5155,2150033,15,35,35,27
5156,2150034,15,41,41,20
5157,2150035,15,36,36,27
5158,2150036,15,36,36,27
5159,2150037,15,41,41,20
5160,2150038,28,41,41,20
5161,2150039,34,39,39,27
5162,2150040,34,39,39,27
5163,2150041,15,35,35,27
5164,2150042,15,39,39,27
5165,2150043,15,40,40,27
5166,2150044,15,39,39,27
5167,2150045,34,39,39,27
5168,2150046,15,39,39,27
5169,2150047,15,36,36,20
5170,2150048,15,36,36,20
5171,2150049,15,36,36,20
5172,2150050,28,35,35,20
5173,2150051,28,35,35,20
5174,2150052,15,41,41,20
5175,2150053,15,40,40,20
5176,2150054,15,41,41,20
5177,2150055,34,39,39,27
5178,2150056,15,39,39,27
5179,2150057,15,35,35,27
5180,2150058,15,40,40,27
5181,2150059,34,39,39,27
5182,2150060,15,40,40,27
5183,2150061,15,40,40,27
5184,2150062,15,41,41,20
5185,2150063,28,36,36,20
5186,2150064,28,35,35,20
5187,2150065,15,41,41,20
5188,2150066,15,41,41,20
5189,2150067,15,41,41,20
5190,2150068,15,40,40,20
5191,2150069,15,40,40,20
5192,2150070,15,40,40,27
5193,2150071A,34,39,39,27
5194,2150071B,34,39,39,27
5195,2150072,15,41,41,20
5196,2150073,15,41,41,20
5197,2150074,15,35,35,20
5198,2150075,15,35,35,20
5199,2150076,15,35,35,20
5200,2150077,34,39,39,27
5201,2150078,28,36,36,20
5202,2150079,15,35,35,27
5203,2150080,28,35,35,20
5204,2150081,15,41,41,20
5205,2150082,15,36,36,20
5206,2150083,15,41,41,20
5207,2150084,15,41,41,20
5208,2150085,15,39,39,27
5209,2150086,28,41,41,20
5210,2150087,15,40,40,27
5211,2150088,15,41,41,20
5212,2150089,15,35,35,20
5213,2150090,15,40,40,27
5214,2150091,34,39,39,27
5215,2150092,15,35,35,20
5216,2150093,28,36,36,20
5217,2150094,28,36,36,20
5218,2150095,15,36,36,20
5219,2150096,15,41,41,20
5220,2150097A,15,41,41,20
5221,2150097B,15,41,41,20
5222,2150098,28,36,36,20
5223,2150099,15,41,41,20
5224,2150100,28,36,36,20
5225,2150101,28,41,41,20
5226,2150102,28,41,41,20
5227,2150103,28,36,36,20
5228,2150104,15,40,40,27
5229,2150105,15,40,40,20
5230,2150106,15,41,41,20
5231,2150107,15,40,40,20
5232,2150108,15,40,40,20
5233,2150109,15,40,40,20
5234,2150110,15,39,39,27
5235,2150111,34,39,39,27
5236,2150112,15,39,39,27
5237,2150113,34,39,39,27
5238,2150114,34,39,39,27
5239,2150115,15,36,36,27
5240,2150116,15,41,41,27
5241,2150117,34,39,39,27
5242,2150118,34,39,39,27
5243,2150119,15,40,40,27
5244,2150120,34,39,39,27
5245,2150121,34,39,39,27
5246,2150122,15,36,36,20
5247,2150123,34,39,39,27
5248,2150124,15,41,41,20
5249,2150125,15,35,35,20
5250,2150126,15,39,39,27
5251,2150127,34,39,39,27
5252,2150128,28,36,36,20
5253,2150129,15,35,35,20
5254,2150130,15,39,39,27
5255,2150131,28,35,35,20
5256,2150132,15,39,39,27
5257,2150133,28,35,35,20
5258,2150134,15,41,41,20
5259,2150135,15,41,41,20
5260,2150136,15,41,41,20
5261,2150137,34,36,36,27
5262,2150138,15,36,36,20
5263,2150139,15,41,41,27
5264,2150140,15,41,41,20
5265,2150141,15,41,41,20
5266,2150142,15,40,40,27
5267,2150143,15,40,40,27
5268,2150144,15,40,40,27
5269,2150145,28,35,35,20
5270,2150146,15,36,36,27
5271,2150147,15,36,36,27
5272,2150148,15,41,41,27
5273,2150149,15,41,41,27
5274,2150150,15,41,41,27
5275,2150151,15,40,40,20
5276,2150152,15,40,40,20
5277,2150153,15,40,40,27
5278,2150154,15,40,40,20
5279,2150155,34,39,39,27
5280,2150156,34,39,39,27
5281,2150157,15,39,39,27
5282,2150158,15,40,40,20
5283,2150159,15,39,39,27
5284,2150160,15,41,41,20
5285,2150161,15,41,41,20
5286,2150162,15,41,41,20
5287,2150163,15,41,41,20
5288,2150164,15,41,41,20
5289,2150165,15,35,35,20
5290,2150166,15,35,35,20
5291,2150167,15,35,35,20
5292,2150168,15,41,41,20
5293,2150169,15,35,35,27
5294,2150170,28,35,35,20
5295,2150171,34,39,39,27
5296,2150172,34,39,39,27
5297,2150173,34,39,39,27
5298,2150174,34,39,39,27
5299,2150175,15,39,39,27
5300,2150176,34,39,39,27
5301,2150177A,34,39,39,27
5302,2150177B,34,39,39,27
5303,2150178,34,39,39,27
5304,2150179,15,35,35,27
5305,2150180,15,35,35,20
5306,2150181,15,39,39,27
5307,2150182,28,35,35,20
5308,2150183,15,41,41,20
5309,2150184,15,35,35,27
5310,2150185,28,36,36,20
5311,2150186,34,39,39,27
5312,2150187,28,36,36,20
5313,2150188,28,41,41,20
5314,2150189,15,40,40,27
5315,2150190,15,35,35,27
5316,2150191,15,39,39,27
5317,2150192,15,39,39,27
5318,2150193,15,36,36,20
5319,2150194A,28,35,35,20
5320,2150194B,28,35,35,20
5321,2150194C,28,35,35,20
5322,2150194D,28,35,35,20
5323,2150195,28,35,35,20
5324,2150196,34,39,39,27
5325,2150197,28,35,35,20
5326,2150198A,28,35,35,20
5327,2150198B,28,35,35,20
5328,2150198C,28,35,35,20
5329,2150198D,28,35,35,20
5330,2150198E,28,35,35,20
5331,2150198F,28,35,35,20
5332,2150199,15,41,41,20
5333,2150200,15,41,41,20
5334,2150201,15,41,41,20
5335,2150202,15,39,39,27
5336,2150203,28,36,36,20
5337,2150204,28,36,36,20
5338,2150205,28,41,41,20
5339,2150206,15,35,35,20
5340,2150207,15,35,35,20
5341,2150209,15,35,35,20
5342,2150210,28,36,36,20
5343,2150211,15,41,41,20
5344,2150212,15,41,41,20
5345,2150213,15,35,35,27
5346,2150215,15,36,36,20
5347,2150216,15,41,41,20
5348,2150217,15,41,41,20
5349,2150218,15,41,41,20
5350,2150219,15,41,41,20
5351,2150220,28,41,41,20
5352,2150221,15,40,40,20
5353,2150222,15,40,40,20
5354,2150223,15,40,40,20
5355,2150224,15,41,41,20
5356,2150225,15,40,40,27
5357,2150226,15,36,36,20
5358,2150227,15,36,36,20
5359,2150228,15,36,36,20
5360,2150229,34,39,39,27
5361,2150230,15,35,35,20
5362,2150231,15,36,36,20
5363,2150232,34,39,39,27
5364,2150233,15,36,36,20
5365,2150234,15,36,36,20
5366,2150235,34,39,39,27
5367,2150236,28,41,41,20
5368,2150237,15,40,40,27
5369,2150238,34,39,39,27
5370,2150239,15,40,40,20
5371,2150240,15,40,40,27
5372,2150241,15,35,35,20
5373,2150242,15,39,39,27
5374,2150243,15,41,41,20
5375,2150244,15,35,35,20
5376,2150245A,15,39,39,27
5377,2150245B,15,39,39,27
5378,2150246,15,41,41,20
5379,2150247,28,41,41,20
5380,2150248,28,41,41,20
5381,2150249,15,39,39,27
5382,2150250,15,35,35,27
5383,2150251,34,39,39,27
5384,2150252,15,41,41,27
5385,2150253,15,39,39,27
5386,2150254,15,35,35,20
5387,2150255,34,39,39,27
5388,2150256,28,35,35,20
5389,2150257,28,35,35,20
5390,2170002,25,8,8,22
5391,2170003,25,8,8,22
5392,2170004,25,8,8,22
5393,2170005,25,8,8,22
5394,2170006,25,8,8,22
5395,2170007,25,8,8,22
5396,2170008,25,8,8,22
5397,2170009,25,8,8,22
5398,2170010,25,8,8,22
5399,2170012,25,8,8,22
5400,2170013,25,8,8,22
5401,2170014,25,8,8,22
5402,2170015,25,8,8,22
5403,2170016,25,8,8,22
5404,2170018,25,8,8,22
5405,2170019,25,8,8,22
5406,2170020,25,8,8,22
5407,2170021,25,8,8,22
5408,2170022,25,8,8,22
5409,2170023,25,8,8,22
5410,2170024,25,8,8,22
5411,2170027,25,8,8,22
5412,2190011,19,88,88,28
5413,2190014,19,88,88,28
5414,2190015,19,88,88,28
5415,2190016,19,88,88,28
5416,2190021,19,88,88,28
5417,2190024,19,88,88,28
5418,2190032,19,88,88,28
5419,2190033,19,88,88,28
5420,2190035,19,88,88,28
5421,2190036,19,88,88,28
5422,2190043,19,88,88,28
5423,2190044,19,88,88,28
5424,2190045A,19,88,88,28
5425,2190045B,19,88,88,28
5426,2190046,19,88,88,28
5427,2210001,11,60,60,22
5428,2210002,11,60,60,22
5429,2210003,11,60,60,22
5430,2210004,11,60,60,22
5431,2210005,11,60,60,22
5432,2210007,11,60,60,22
5433,2210008,11,60,60,22
5434,2210009,11,60,60,22
5435,2210010,11,60,60,22
5436,2210011,11,60,60,22
5437,2210012,11,60,60,22
5438,2210013,11,60,60,22
5439,2210014,11,60,60,22
5440,2210015,11,60,60,22
5441,2210016,11,60,60,22
5442,2230001,4,2,2,2
5443,2230002,4,2,2,2
5444,2230003,4,2,2,2
5445,2230004,4,2,2,2
5446,2230005,4,2,2,2
5447,2230008,4,2,2,2
5448,2230011,4,2,2,2
5449,2230012,4,2,2,2
5450,2230013,4,2,2,2
5451,2230014,4,2,2,2
5452,2230016,4,2,2,2
5453,2230017,4,2,2,2
5454,223001A,4,2,2,2
5455,2230020,4,2,2,2
5456,2230023,4,2,2,2
5457,2230024,4,2,2,2
5458,2230025,4,2,2,2
5459,223002A,4,2,2,2
5460,2230036,4,2,2,2
5461,223003A,4,2,2,2
5462,223004A,4,2,2,2
5463,2250001,8,57,57,3
5464,2250002,8,57,57,3
5465,2250003,8,57,57,3
5466,2250004,8,57,57,3
5467,2250005,8,57,57,3
5468,2250006,8,57,57,3
5469,2250007,8,57,57,3
5470,2250008,8,57,57,3
5471,2250009,8,57,57,3
5472,2250010,8,57,57,3
5473,2250011,8,57,57,3
5474,2250012,8,57,57,3
5475,2250014,8,57,57,3
5476,2250015,8,57,57,3
5477,2250016,8,57,57,3
5478,2250017,8,57,57,3
5479,2250018,8,57,57,3
5480,2250019,8,57,57,3
5481,2250020,8,57,57,3
5482,2250021,8,57,57,3
5483,2250022,8,57,57,3
5484,2270011,19,72,72,31
5485,2270012,19,72,72,31
5486,2270013,19,72,72,31
5487,2270014,19,72,72,31
5488,2270016,19,72,72,31
5489,2270024,19,72,72,31
5490,2270025,19,72,72,31
5491,2270026,19,72,72,31
5492,2270032,19,72,72,31
5493,2270033,19,72,72,31
5494,2270034,19,72,72,31
