district,total,american_indian,white,asian,black,two_or_more,other,pacific_islander,american_indian_pct,white_pct,asian_pct,black_pct,two_or_more_pct,other_pct,pacific_islander_pct
052,230168,496,211455,6417,7165,3007,1553,75,0.215,91.87,2.788,3.113,1.306,0.675,0.033
053,227033,1747,184147,6138,27910,4190,2835,66,0.769,81.11,2.704,12.293,1.846,1.249,0.029
054,227202,563,212943,2932,6352,2181,2175,56,0.248,93.724,1.29,2.796,0.96,0.957,0.025
055,225668,559,190900,5244,21127,3085,4700,53,0.248,84.593,2.324,9.362,1.367,2.083,0.023
056,221745,771,166532,8285,35497,3976,6620,64,0.348,75.101,3.736,16.008,1.793,2.985,0.029
057,227093,2296,215256,1376,3698,2203,2208,56,1.011,94.788,0.606,1.628,0.97,0.972,0.025
058,233524,614,211304,8417,8363,3310,1459,57,0.263,90.485,3.604,3.581,1.417,0.625,0.024
059,240540,879,222689,3857,9463,1902,1718,32,0.365,92.579,1.603,3.934,0.791,0.714,0.013
060,229271,2305,205198,3795,12032,2516,3377,48,1.005,89.5,1.655,5.248,1.097,1.473,0.021
061,228101,964,189637,10785,22521,2626,1511,57,0.423,83.137,4.728,9.873,1.151,0.662,0.025
062,230585,1924,209628,1818,13374,2510,1275,56,0.834,90.911,0.788,5.8,1.089,0.553,0.024
063,225638,1064,143784,5214,67748,3390,4367,71,0.472,63.723,2.311,30.025,1.502,1.935,0.031
