district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
09A,780,52236,393,3491,15,5920,62941,106,1.239,82.992,0.624,5.546,0.024,9.406,0.168
09B,540,19950,409,2727,16,7076,30794,76,1.754,64.785,1.328,8.856,0.052,22.979,0.247
23A,762,10651,1027,15363,7,1598,29485,77,2.584,36.123,3.483,52.104,0.024,5.42,0.261
23B,1310,17848,766,37228,38,1686,59061,185,2.218,30.22,1.297,63.033,0.064,2.855,0.313
27A,674,11814,612,17889,20,884,32087,194,2.101,36.819,1.907,55.752,0.062,2.755,0.605
27B,561,18541,290,11639,16,581,31767,139,1.766,58.366,0.913,36.639,0.05,1.829,0.438
27C,432,25975,171,4372,11,413,31487,113,1.372,82.494,0.543,13.885,0.035,1.312,0.359
29A,388,27344,112,3182,16,358,31525,125,1.231,86.738,0.355,10.094,0.051,1.136,0.397
29B,738,21471,540,6803,39,1211,30930,128,2.386,69.418,1.746,21.995,0.126,3.915,0.414
29C,490,26561,214,3216,19,635,31247,112,1.568,85.003,0.685,10.292,0.061,2.032,0.358
30A,1252,51261,2952,9727,34,1480,66886,180,1.872,76.639,4.413,14.543,0.051,2.213,0.269
30B,412,28006,256,2638,12,347,31782,111,1.296,88.119,0.805,8.3,0.038,1.092,0.349
31A,648,22966,1171,6685,30,1203,32847,144,1.973,69.918,3.565,20.352,0.091,3.662,0.438
31B,825,58205,595,3618,49,1387,64889,210,1.271,89.699,0.917,5.576,0.076,2.137,0.324
34A,1339,38399,934,15407,96,1572,57957,210,2.31,66.254,1.612,26.584,0.166,2.712,0.362
34B,362,28780,258,1968,28,970,32428,62,1.116,88.75,0.796,6.069,0.086,2.991,0.191
35A,392,28896,218,1974,15,334,31944,115,1.227,90.458,0.682,6.18,0.047,1.046,0.36
35B,633,59689,263,2180,12,961,63885,147,0.991,93.432,0.412,3.412,0.019,1.504,0.23
37A,505,13463,802,15119,30,386,30391,86,1.662,44.299,2.639,49.748,0.099,1.27,0.283
37B,642,56931,1009,7986,21,823,67568,156,0.95,84.257,1.493,11.819,0.031,1.218,0.231
38A,429,21596,388,13519,4,303,36360,121,1.18,59.395,1.067,37.181,0.011,0.833,0.333
38B,534,26731,527,5475,10,1140,34494,77,1.548,77.495,1.528,15.872,0.029,3.305,0.223
38C,291,31771,324,1593,9,371,34440,81,0.845,92.25,0.941,4.625,0.026,1.077,0.235
42A,601,27497,317,3865,17,1894,34235,44,1.756,80.318,0.926,11.29,0.05,5.532,0.129
42B,705,56535,417,3679,26,3351,64810,97,1.088,87.232,0.643,5.677,0.04,5.17,0.15
44A,397,2821,138,25726,8,174,29360,96,1.352,9.608,0.47,87.623,0.027,0.593,0.327
44B,1162,21873,997,32469,30,3573,60298,194,1.927,36.275,1.653,53.848,0.05,5.926,0.322
47A,1911,9220,10072,39409,46,1181,62245,406,3.07,14.812,16.181,63.313,0.074,1.897,0.652
47B,1954,7282,11358,8937,95,1358,31539,555,6.196,23.089,36.013,28.336,0.301,4.306,1.76
State House Districts not defined,0,0,0,0,0,0,0,0,,,,,,,
