district,two_or_more,white,other,black,pacific_islander,asian,total,american_indian,two_or_more_pct,white_pct,other_pct,black_pct,pacific_islander_pct,asian_pct,american_indian_pct
067,1460,39122,1841,3116,55,11455,57154,105,2.555,68.45,3.221,5.452,0.096,20.042,0.184
068,782,55904,564,4492,19,1866,63752,125,1.227,87.69,0.885,7.046,0.03,2.927,0.196
069,1188,21682,3925,34261,51,1148,62538,283,1.9,34.67,6.276,54.784,0.082,1.836,0.453
070,1185,19204,3940,32840,46,1077,58654,362,2.02,32.741,6.717,55.989,0.078,1.836,0.617
071,1521,24970,497,36338,34,2680,66230,190,2.297,37.702,0.75,54.866,0.051,4.047,0.287
072,895,46792,1275,8160,27,4704,62008,155,1.443,75.461,2.056,13.16,0.044,7.586,0.25
073,1120,45955,1875,8371,22,5602,63116,171,1.775,72.81,2.971,13.263,0.035,8.876,0.271
074,959,22359,854,34421,30,1209,60478,646,1.586,36.97,1.412,56.915,0.05,1.999,1.068
075,445,26977,535,35087,20,215,63445,166,0.701,42.52,0.843,55.303,0.032,0.339,0.262
076,858,41918,378,14866,34,1497,59747,196,1.436,70.159,0.633,24.882,0.057,2.506,0.328
077,978,21046,989,33802,45,766,57841,215,1.691,36.386,1.71,58.44,0.078,1.324,0.372
078,1075,46088,509,10204,38,2246,60410,250,1.78,76.292,0.843,16.891,0.063,3.718,0.414
079,1856,41472,1402,19460,142,2013,66796,451,2.779,62.088,2.099,29.133,0.213,3.014,0.675
080,1047,23739,715,34051,76,1001,60871,242,1.72,38.999,1.175,55.94,0.125,1.644,0.398
081,1214,44792,989,10939,79,1545,59833,275,2.029,74.862,1.653,18.283,0.132,2.582,0.46
082,1218,53757,892,5548,70,1639,63348,224,1.923,84.86,1.408,8.758,0.111,2.587,0.354
083,1427,47638,1218,9280,88,2876,62818,291,2.272,75.835,1.939,14.773,0.14,4.578,0.463
084,1590,39207,1175,11734,120,4677,58742,239,2.707,66.744,2.0,19.975,0.204,7.962,0.407
085,1599,43120,1198,11511,106,4360,62188,294,2.571,69.338,1.926,18.51,0.17,7.011,0.473
086,1900,34944,5779,4802,33,11609,59286,219,3.205,58.941,9.748,8.1,0.056,19.581,0.369
087,1752,32124,3505,4654,42,13563,55787,147,3.141,57.583,6.283,8.342,0.075,24.312,0.264
088,1194,45104,2206,7991,78,1584,58354,197,2.046,77.294,3.78,13.694,0.134,2.714,0.338
089,1343,23417,870,33578,66,1562,61070,234,2.199,38.345,1.425,54.983,0.108,2.558,0.383
090,1469,20960,1235,33772,74,2466,60204,228,2.44,34.815,2.051,56.096,0.123,4.096,0.379
091,1388,43142,716,11405,81,2319,59281,230,2.341,72.775,1.208,19.239,0.137,3.912,0.388
092,1595,20662,707,36870,59,1134,61309,282,2.602,33.701,1.153,60.138,0.096,1.85,0.46
093,1633,42610,1397,13783,115,2765,62539,236,2.611,68.133,2.234,22.039,0.184,4.421,0.377
094,1616,44092,1550,12856,82,1939,62412,277,2.589,70.647,2.483,20.599,0.131,3.107,0.444
095,1575,19542,1266,35028,80,1235,59017,291,2.669,33.112,2.145,59.352,0.136,2.093,0.493
096,905,49447,661,8227,57,1578,61067,192,1.482,80.972,1.082,13.472,0.093,2.584,0.314
097,623,51473,322,6433,20,702,60024,451,1.038,85.754,0.536,10.717,0.033,1.17,0.751
098,806,50614,385,10201,17,395,62740,322,1.285,80.673,0.614,16.259,0.027,0.63,0.513
099,755,46161,747,15150,22,421,63534,278,1.188,72.656,1.176,23.846,0.035,0.663,0.438
100,1158,41380,1798,17203,103,1073,63027,312,1.837,65.654,2.853,27.295,0.163,1.702,0.495
